DDM,EXP,val,subj_idx,gLen
thresh,cInfo,-0.020756452161165638,19,1
bias,0,-0.05316909836671596,19,1
bias,oDel,0.0302719129520657,19,1
bias,cInfo,0.19794514888616474,19,1
drift,0,-0.1833478808825097,1,6
drift,oDel,0.024686662980643658,1,6
drift,cInfo,-0.7026871864236808,1,6
thresh,0,0.5682572366959561,1,6
thresh,oDel,-8.926598402955344e-4,1,6
thresh,cInfo,0.024896231145468992,1,6
bias,0,-0.09401058020388725,1,6
bias,oDel,-0.003633762905962858,1,6
bias,cInfo,0.3958678939624314,1,6
drift,0,-0.12853759415904742,1,1
drift,oDel,0.04100720234441544,1,1
drift,cInfo,-0.07357471233503457,1,1
thresh,0,0.65317639581727,1,1
thresh,oDel,0.0019399861526108806,1,1
thresh,cInfo,-0.05170738476527544,1,1
bias,0,-0.031008148272863134,1,1
bias,oDel,-0.001256495930965407,1,1
bias,cInfo,0.11944416589396635,1,1
drift,0,-0.016854409471531117,20,6
drift,oDel,0.04914303587859094,20,6
drift,cInfo,0.11325342254611763,20,6
thresh,0,0.8401671042859298,20,6
thresh,oDel,-7.897545343501358e-4,20,6
thresh,cInfo,-0.0042496302159138475,20,6
bias,0,-0.16071762193045258,20,6
bias,oDel,0.012151760270759432,20,6
bias,cInfo,0.17707877336254962,20,6
drift,0,0.059672636115583044,20,1
drift,oDel,0.05004933320152976,20,1
drift,cInfo,0.29603194349612894,20,1
thresh,0,0.9370440169621573,20,1
thresh,oDel,-0.0015599709473934794,20,1
thresh,cInfo,0.009117745610384942,20,1
bias,0,-0.015994562638680876,20,1
bias,oDel,0.013317269626469157,20,1
bias,cInfo,0.11890921893660261,20,1
drift,0,-0.35926172856236327,21,6
drift,oDel,0.02399932177096467,21,6
drift,cInfo,-0.647932665230631,21,6
thresh,0,0.7880573014066752,21,6
thresh,oDel,-8.555709606668785e-4,21,6
thresh,cInfo,-0.01156308361598195,21,6
bias,0,0.04405753194057216,21,6
bias,oDel,-1.61092421075117e-4,21,6
bias,cInfo,-0.17309123373223612,21,6
drift,0,0.08032963397752424,21,1
drift,oDel,0.05952709052230314,21,1
drift,cInfo,-0.047649567009971104,21,1
thresh,0,0.9587118816784241,21,1
thresh,oDel,8.784936506458764e-4,21,1
thresh,cInfo,0.030842335571096523,21,1
bias,0,-0.006993481239763455,21,1
bias,oDel,0.027732671098702973,21,1
bias,cInfo,-0.02362551588606637,21,1
drift,0,0.08980299510296093,22,6
drift,oDel,0.03364131554678686,22,6
drift,cInfo,-0.2359398984434452,22,6
thresh,0,0.9834238709565875,22,6
thresh,oDel,0.0042268066399162195,22,6
thresh,cInfo,0.036336488911038224,22,6
