Subject,Horizon,dR,dI,rt,x0,z,A,T0
7,6,3.666666667,-1,3.7,-0.159510722,1.141965462,0.242105043,0.044049403
7,1,5.666666667,-1,3.29,0.058130686,1.064549161,-0.201005259,0.036831186
7,6,27.5,0,0.67,-0.143686392,1.05439293,1.330525583,0.044049403
7,1,-10,0,0.34,-0.123106884,1.163612256,-0.709111137,0.036831186
7,6,18.66666667,-1,2.33,-0.237715583,1.128485878,1.008322491,0.044049403
7,6,-28,0,0.34,0.155468692,1.10426739,-1.504478973,0.044049403
7,1,22.5,0,0.47,0.114175723,1.004458299,1.173324625,0.036831186
7,6,4,0,1.31,-0.017054577,1.075510944,0.130118249,0.044049403
7,1,-34.66666667,-1,0.22,-0.233300361,1.262063303,-2.537156307,0.036831186
7,1,-30,0,0.49,-0.264042144,1.261553153,-1.867533144,0.036831186
7,1,-6,0,0.83,-0.094112363,1.144024077,-0.477426735,0.036831186
7,1,-8.666666667,1,2.43,-0.179008714,1.179425589,-0.232558309,0.036831186
7,1,15,1,1.23,-0.007346674,1.063528861,1.138241067,0.036831186
7,6,-34.5,0,0.65,0.189715542,1.110108543,-1.836506534,0.044049403
7,1,31.5,0,0.65,0.178755762,0.960384895,1.694614529,0.036831186
7,1,37,1,0.19,0.152831733,0.955793874,2.412505275,0.036831186
7,6,20.5,0,0.4,-0.106267045,1.060683402,0.972957441,0.044049403
7,6,-9.5,0,0.25,0.056204659,1.08764257,-0.559477454,0.044049403
7,1,13.66666667,1,0.44,-0.017126066,1.070058254,1.061012933,0.036831186
7,6,20,1,0.37,0.041660392,0.994977751,0.81840301,0.044049403
7,6,-3,0,0.32,0.020958573,1.081801417,-0.227449893,0.044049403
7,1,17,0,1.06,0.074192834,1.031392045,0.854758573,0.036831186
7,1,-15,0,0.47,-0.159051097,1.18809748,-0.998716639,0.036831186
7,1,20.5,0,0.31,0.099672324,1.014252388,1.057482425,0.036831186
7,1,-31.33333333,1,0.49,-0.333920491,1.290425272,-1.545436584,0.036831186
7,6,29.33333333,-1,0.24,-0.291572008,1.118900396,1.553188232,0.044049403
7,6,-46.66666667,1,0.52,0.383161139,1.054887012,-2.587007868,0.044049403
7,6,-13.5,0,0.55,0.077830723,1.091237126,-0.763802107,0.044049403
7,6,-21.5,0,1.06,0.120844004,1.098426237,-1.172451412,0.044049403
7,6,5,0,0.68,-0.022483566,1.074612306,0.181199412,0.044049403
7,1,37,0,0.86,0.21751236,0.933451148,2.013180581,0.036831186
7,1,-0.333333333,-1,0.75,0.01418114,1.09393143,-0.548531861,0.036831186
7,1,32,1,0.18,0.116824248,0.980279098,2.122899773,0.036831186
7,1,-3.333333333,-1,1.07,-0.007824852,1.108622565,-0.722295162,0.036831186
7,6,-1.5,0,0.7,0.012814254,1.080453459,-0.150828149,0.044049403
7,6,-3.333333333,-1,2.22,-0.122252166,1.148255934,-0.115463099,0.044049403
7,1,-26.5,0,0.84,-0.239999494,1.244413496,-1.664809293,0.036831186
7,1,1.333333333,-1,1.59,0.026402122,1.085769689,-0.451996693,0.036831186
7,1,4.5,0,0.21,-0.017365098,1.092605106,0.130744819,0.036831186
7,1,-3,0,1.2,-0.072258446,1.129332942,-0.303663434,0.036831186
7,6,-36,0,0.22,0.197556721,1.111456501,-1.913128278,0.044049403
7,6,12.5,0,0.84,-0.063136698,1.067872514,0.564308136,0.044049403
7,6,-7.666666667,-1,0.44,-0.099006444,1.152150036,-0.336814806,0.044049403
7,1,-14.66666667,1,0.61,-0.221252413,1.208807858,-0.580084911,0.036831186
7,1,-23,-1,0.27,-0.150931779,1.204931113,-1.861410136,0.036831186
7,6,-1,-1,0.38,-0.134715414,1.14615911,0.003726282,0.044049403
7,6,-6.666666667,-1,0.5,-0.104381388,1.151251398,-0.285733643,0.044049403
7,1,2.5,0,0.97,-0.032027289,1.102399196,0.014902618,0.036831186
7,1,16,-1,0.51,0.133202252,1.013946364,0.397512779,0.036831186
7,6,4.5,0,0.71,-0.019769218,1.075061625,0.15565883,0.044049403
7,1,-43,0,0.51,-0.350323658,1.325214736,-2.620507449,0.036831186
7,1,-10,-1,0.45,-0.056668907,1.14126953,-1.108435831,0.036831186
7,1,26.5,0,0.18,0.143031058,0.984870119,1.405009027,0.036831186
7,6,-33,1,0.19,0.318102114,1.042605613,-1.888898638,0.044049403
7,1,3.5,0,0.48,-0.024697522,1.097502151,0.072823718,0.036831186
7,6,7.333333333,1,3,0.110031465,1.00636051,0.171374944,0.044049403
7,6,-23,0,0.55,0.12886365,1.099774195,-1.249073157,0.044049403
7,1,-13.5,0,1.11,-0.148307536,1.180751913,-0.911834988,0.036831186
8,6,17,-1,0.24,0.011751885,0.578137894,1.856683063,0.061042296
8,6,-23,1,0.38,0.013874508,0.721320777,-2.220840657,0.061042296
8,6,20.33333333,1,0.1,0.242382425,0.64139057,-1.013201443,0.061042296
8,1,18,1,0.46,0.268752219,1.116682652,1.378936183,0.041893747
8,6,-24,1,0.25,0.008488388,0.72316532,-2.248709255,0.061042296
8,6,1.333333333,-1,0.4,-0.072513381,0.607035738,1.420075039,0.061042296
8,6,-8,1,0.56,0.09439562,0.693652629,-1.802811699,0.061042296
8,6,7.5,0,0.23,0.069264297,0.630361631,0.110541474,0.061042296
8,1,-10.33333333,1,1.43,-0.239690005,1.106258348,-1.294645998,0.041893747
8,1,11.5,0,0.24,0.209664523,1.065319454,1.055629932,0.041893747
8,1,14,0,0.59,0.253078786,1.066239246,1.291534242,0.041893747
8,1,-3.5,0,0.19,-0.062373359,1.059800705,-0.359795929,0.041893747
8,1,-4.333333333,-1,0.74,-0.021156551,1.010522369,-0.148385745,0.041893747
8,6,6.333333333,1,0.52,0.170215318,0.667214176,-1.403361805,0.061042296
8,1,-8,0,0.83,-0.144028391,1.058145081,-0.784423688,0.041893747
8,1,11,0,0.3,0.200875395,1.065135496,1.00844907,0.041893747
8,1,-25.66666667,1,0.08,-0.482192653,1.10061696,-2.741525767,0.041893747
8,6,-17.5,0,0.63,-0.065202151,0.676475212,-0.586173457,0.061042296
8,1,-14.5,0,0.3,-0.258334198,1.055753623,-1.397774894,0.041893747
8,1,-5.5,0,0.15,-0.09883404,1.059064872,-0.548519377,0.041893747
8,6,-18.5,0,0.4,-0.070564122,0.678319756,-0.614042055,0.061042296
8,6,8,0,0.14,0.071944273,0.62943936,0.124475772,0.061042296
8,6,-29,0,0.12,-0.126560761,0.697687459,-0.906662326,0.061042296
8,6,5,-1,0.82,-0.052839995,0.600272412,1.522259896,0.061042296
8,6,-36,1,0.22,-0.056094144,0.745299839,-2.583132422,0.061042296
8,6,19,0,0.14,0.130573902,0.609149384,0.431030342,0.061042296
8,1,11.66666667,1,1.11,0.15795752,1.114352513,0.781311931,0.041893747
8,1,14,-1,0.35,0.30523951,1.017267507,1.581579196,0.041893747
8,1,20,1,0.8,0.302456935,1.117418485,1.567659632,0.041893747
8,6,31,0,0.52,0.193494772,0.587014865,0.765453509,0.061042296
8,1,-1,0,3.05,-0.016573774,1.060720497,-0.123891619,0.041893747
8,1,-29.66666667,-1,0.38,-0.451090364,1.001201815,-2.538882754,0.041893747
8,6,25,-1,0.06,0.05479195,0.563381548,2.079631841,0.061042296
8,6,23.33333333,1,0.06,0.25753277,0.635856941,-0.929595652,0.061042296
8,1,0.666666667,1,0.42,-0.042551262,1.11030543,-0.256667034,0.041893747
8,1,-1.5,0,0.67,-0.02574543,1.060536539,-0.171072481,0.041893747
8,6,21,0,0.9,0.141148545,0.605460298,0.486767537,0.061042296
8,6,16,0,1.16,0.114656807,0.614683014,0.34742455,0.061042296
8,6,-21,0,0.25,-0.083950553,0.682931114,-0.683713548,0.061042296
8,1,-23.5,0,0.28,-0.404892976,1.052442373,-2.247030411,0.041893747
8,1,19.66666667,-1,0.49,0.396323745,1.019352368,2.116295633,0.041893747
8,1,-6.5,0,1.95,-0.116971501,1.058696956,-0.642881102,0.041893747
8,1,-5.333333333,-1,3.15,-0.039490817,1.010154452,-0.242747469,0.041893747
8,1,-20.5,0,0.48,-0.357862764,1.053546123,-1.963945238,0.041893747
8,6,-2,0,0.27,0.01819871,0.647884792,-0.1542102,0.061042296
8,6,10,0,0.3,0.082653407,0.625750273,0.180212967,0.061042296
8,6,-26.66666667,-1,1.23,-0.219824291,0.658682948,0.639754316,0.061042296
8,1,-4,0,2.25,-0.071508005,1.059616747,-0.406976791,0.041893747
8,1,-17,0,0.12,-0.300620673,1.054833831,-1.633679204,0.041893747
8,6,40,-1,0.22,0.134823051,0.535713399,2.497660799,0.061042296
8,1,-25,1,0.56,-0.472747593,1.100862238,-2.678617951,0.041893747
8,1,3.5,0,0.9,0.065911467,1.062376122,0.300736139,0.041893747
8,6,1.5,0,0.23,0.037037593,0.641428891,-0.05667011,0.061042296
8,6,6,0,0.17,0.061218525,0.633128446,0.068738578,0.061042296
8,6,4.5,0,0.53,0.053164788,0.635895261,0.026935682,0.061042296
8,6,11,-1,0.49,-0.020565514,0.589205153,1.689471479,0.061042296
8,1,24.66666667,1,0.26,0.378118802,1.119135429,2.008014344,0.041893747
8,6,19.66666667,1,0.51,0.23899927,0.642620266,-1.031780508,0.061042296
8,1,-2,-1,1.54,0.021657437,1.011380841,0.071791611,0.041893747
8,1,-34,0,0.36,-0.552644025,1.048579249,-3.237828513,0.041893747
8,6,0.5,0,1.18,0.031657154,0.643273434,-0.084538707,0.061042296
8,6,-28.66666667,-1,0.17,-0.230052674,0.662372035,0.584017122,0.061042296
8,1,-14.5,0,0.51,-0.258334198,1.055753623,-1.397774894,0.041893747
8,6,3,0,0.94,0.045104129,0.638662076,-0.014867214,0.061042296
8,6,9.5,0,0.88,0.079977815,0.626672545,0.166278668,0.061042296
8,1,16.66666667,-1,0.14,0.348930163,1.018248618,1.833210461,0.041893747
8,1,1.666666667,1,3.53,-0.024220576,1.110673347,-0.16230531,0.041893747
8,6,-7.333333333,-1,0.34,-0.11876339,0.623021779,1.178547196,0.061042296
8,1,34,0,0.14,0.55510685,1.073597578,3.178768723,0.041893747
8,1,25.66666667,-1,0.24,0.484914663,1.021559867,2.682465977,0.041893747
8,1,-19,0,0.29,-0.33362799,1.054097998,-1.822402652,0.041893747
8,1,34.33333333,-1,0.28,0.596977408,1.024748478,3.500267586,0.041893747
8,1,8,-1,1.5,0.202345894,1.015060007,1.015408852,0.041893747
8,6,-2.5,0,0.16,0.015506073,0.648807064,-0.168144499,0.061042296
8,1,10.5,0,0.88,0.192053807,1.064951538,0.961268208,0.041893747
8,1,-8.333333333,1,0.48,-0.204804102,1.106994181,-1.10592255,0.041893747
8,1,-43.66666667,1,0.14,-0.694277587,1.093994461,-4.4400368,0.041893747
8,6,-7,0,0.14,-0.008733093,0.657107508,-0.293553186,0.061042296
8,1,15.5,0,0.69,0.278658502,1.066791121,1.433076828,0.041893747
8,1,10.33333333,-1,0.69,0.243035762,1.015918479,1.235586208,0.041893747
8,6,21.66666667,1,0.19,0.249131008,0.638931179,-0.976043314,0.061042296
8,6,24.33333333,1,0.68,0.26255529,0.634012397,-0.901727054,0.061042296
8,6,-8.333333333,1,0.8,0.092615718,0.694267476,-1.812101231,0.061042296
8,1,-1,0,0.47,-0.016573774,1.060720497,-0.123891619,0.041893747
8,6,4,0,0.54,0.050478619,0.636817533,0.013001383,0.061042296
8,6,31,0,0.35,0.193494772,0.587014865,0.765453509,0.061042296
8,6,14.66666667,-1,0.41,-0.000816789,0.582441828,1.791656336,0.061042296
8,1,-0.5,0,1.69,-0.007399329,1.060904455,-0.076710757,0.041893747
8,6,4.5,0,1.32,0.053164788,0.635895261,0.026935682,0.061042296
8,6,-37.66666667,-1,0.9,-0.275426493,0.678972924,0.333199746,0.061042296
8,1,19,0,0.29,0.336781522,1.068078829,1.763342862,0.041893747
8,6,12,0,0.09,0.093343487,0.622061187,0.235950161,0.061042296
8,6,6.333333333,-1,0.48,-0.045675044,0.597813021,1.559418025,0.061042296
8,6,-9.666666667,-1,0.78,-0.131136199,0.627325713,1.113520469,0.061042296
8,1,21,0,0.14,0.36891031,1.068814662,1.95206631,0.041893747
8,1,-21.66666667,-1,0.42,-0.326812211,1.004145148,-1.783988962,0.041893747
8,6,-10.5,0,0.38,-0.027580142,0.66356341,-0.391093277,0.061042296
8,1,-1,0,1.47,-0.016573774,1.060720497,-0.123891619,0.041893747
8,6,18.33333333,1,0.69,0.232215597,0.645079657,-1.068938638,0.061042296
8,1,-19.33333333,1,0.48,-0.388141577,1.102947098,-2.143901515,0.041893747
8,1,28.66666667,-1,0.1,0.525888616,1.022663617,2.965551149,0.041893747
8,1,10,1,1.76,0.127999169,1.113739319,0.624042391,0.041893747
8,1,19.5,0,0.39,0.344891323,1.068262787,1.810523724,0.041893747
8,1,-7,0,1.32,-0.126011826,1.058512997,-0.690061964,0.041893747
8,1,-20.5,0,0.28,-0.357862764,1.053546123,-1.963945238,0.041893747
8,1,-23.5,0,0.34,-0.404892976,1.052442373,-2.247030411,0.041893747
8,6,-11.66666667,-1,0.44,-0.141709195,0.6310148,1.057783275,0.061042296
8,1,4.5,0,0.33,0.084159278,1.062744038,0.395097863,0.041893747
8,1,-11,-1,0.25,-0.142527054,1.008069592,-0.777463905,0.041893747
8,1,25,0,0.79,0.43054686,1.070286329,2.329513206,0.041893747
8,6,-3.666666667,-1,0.95,-0.099247114,0.616258454,1.280732053,0.061042296
8,1,17,1,0.28,0.251643602,1.116314735,1.284574459,0.041893747
8,1,-23,1,0.37,-0.443757104,1.101598071,-2.489894503,0.041893747
8,6,4.5,0,0.42,0.053164788,0.635895261,0.026935682,0.061042296
8,6,-9,0,0.82,-0.019504455,0.660796595,-0.349290381,0.061042296
8,6,19.33333333,-1,0.07,0.024316847,0.573833959,1.92170979,0.061042296
8,6,-20.66666667,1,1.18,0.026438451,0.717016843,-2.15581393,0.061042296
8,6,-32.33333333,1,0.2,-0.036385396,0.738536514,-2.480947565,0.061042296
8,6,-10.5,0,0.22,-0.027580142,0.66356341,-0.391093277,0.061042296
8,6,-2,-1,1.23,-0.090349847,0.613184215,1.327179715,0.061042296
8,1,-16,0,0.58,-0.283836796,1.055201748,-1.53931748,0.041893747
8,6,-7,-1,0.92,-0.116992738,0.622406931,1.187836729,0.061042296
8,6,-25.5,0,0.23,-0.107966765,0.691231558,-0.809122235,0.061042296
8,6,-11.33333333,-1,0.26,-0.139949205,0.630399952,1.067072807,0.061042296
8,1,34,0,0.67,0.55510685,1.073597578,3.178768723,0.041893747
8,1,-31.66666667,1,0.24,-0.562133737,1.09840946,-3.307696112,0.041893747
8,1,-4.5,0,0.26,-0.080630672,1.059432789,-0.454157653,0.041893747
8,1,10.33333333,1,0.36,0.134011382,1.113861958,0.655496299,0.041893747
8,1,-15,0,0.44,-0.266877173,1.055569664,-1.444955756,0.041893747
8,1,-33,0,0.19,-0.539768106,1.048947165,-3.143466789,0.041893747
8,6,-1,0,0.38,0.023583152,0.646040249,-0.126341603,0.061042296
8,1,41.66666667,-1,0.12,0.67670836,1.027446533,4.192253562,0.041893747
8,6,9.5,0,0.31,0.079977815,0.626672545,0.166278668,0.061042296
8,1,-22,0,0.1,-0.381624838,1.052994248,-2.105487824,0.041893747
8,6,19.5,0,0.28,0.133220447,0.608227113,0.444964641,0.061042296
8,1,-6.666666667,-1,0.8,-0.063893083,1.009663897,-0.368563101,0.041893747
8,6,-9.666666667,1,0.49,0.085490299,0.696726867,-1.849259361,0.061042296
8,1,-32.5,0,0.15,-0.53323347,1.049131124,-3.096285927,0.041893747
8,1,7,0,1.36,0.129506562,1.06366383,0.631002173,0.041893747
8,6,18,-1,1.21,0.017137555,0.57629335,1.88455166,0.061042296
8,1,-12.5,0,0.43,-0.223768111,1.056489456,-1.209051446,0.041893747
8,6,-29.66666667,1,0.34,-0.022033081,0.733617732,-2.406631306,0.061042296
8,1,20,1,1.24,0.302456935,1.117418485,1.567659632,0.041893747
8,6,14.5,0,0.92,0.106675601,0.617449829,0.305621654,0.061042296
8,1,-7.666666667,1,1.67,-0.193053979,1.107239459,-1.043014734,0.041893747
8,6,26.66666667,1,0.15,0.274218938,0.629708463,-0.836700327,0.061042296
8,6,3,0,0.68,0.045104129,0.638662076,-0.014867214,0.061042296
8,6,-24,0,0.08,-0.099973946,0.688464743,-0.76731934,0.061042296
8,6,-28.5,0,0.55,-0.123909602,0.696765188,-0.892728027,0.061042296
8,6,-37.5,0,0.35,-0.171324523,0.713366077,-1.143545402,0.061042296
8,6,-12,1,0.32,0.073000183,0.701030802,-1.914286088,0.061042296
8,6,-22,0,0.3,-0.089296925,0.684775657,-0.711582145,0.061042296
8,1,21.33333333,1,0.18,0.324519708,1.11790904,1.693475264,0.041893747
8,6,-20.33333333,-1,1.25,-0.187123892,0.647000841,0.816255432,0.061042296
8,1,22,0,0.17,0.384656034,1.069182579,2.046428034,0.041893747
8,1,9.333333333,-1,1.09,0.225692666,1.015550563,1.141224484,0.041893747
8,1,17.33333333,1,0.38,0.257364573,1.116437374,1.316028367,0.041893747
8,6,34.33333333,1,0.25,0.311963371,0.615566965,-0.623041082,0.061042296
8,6,-9.333333333,1,0.15,0.087272503,0.69611202,-1.839969828,0.061042296
8,1,-11,0,1.53,-0.197463601,1.057041331,-1.06750886,0.041893747
8,1,28.5,0,0.36,0.481395074,1.071574037,2.659779241,0.041893747
8,6,21,-1,0.25,0.033287351,0.570759721,1.968157452,0.061042296
8,6,-17,-1,0.84,-0.169740065,0.640852364,0.909150756,0.061042296
8,6,-14,-1,0.23,-0.154003457,0.635318734,0.992756548,0.061042296
8,6,1,1,0.99,0.142188727,0.67705174,-1.551994323,0.061042296
8,1,11.33333333,1,1.16,0.151987234,1.114229874,0.749858023,0.041893747
8,1,-5,0,0.34,-0.08973985,1.05924883,-0.501338515,0.041893747
8,1,-2.333333333,1,0.77,-0.097322911,1.109201681,-0.539752206,0.041893747
8,6,-12.66666667,1,0.39,0.069427195,0.702260497,-1.932865153,0.061042296
8,1,2,0,2.5,0.038460697,1.061824247,0.159193553,0.041893747
8,6,-28,0,0.87,-0.121256673,0.695842916,-0.878793729,0.061042296
8,1,18,0,0.41,0.320412009,1.067710912,1.668981138,0.041893747
8,1,31,0,0.15,0.51585683,1.072493828,2.895683551,0.041893747
8,1,31,0,0.17,0.51585683,1.072493828,2.895683551,0.041893747
8,1,37,0,0.06,0.592031224,1.074701328,3.461853895,0.041893747
8,1,-26,0,0.2,-0.442525305,1.051522582,-2.482934721,0.041893747
8,6,-0.5,0,0.1,0.02627488,0.645117977,-0.112407304,0.061042296
8,6,-14.5,0,1.3,-0.049094864,0.670941583,-0.502567666,0.061042296
8,6,-4,0,0.34,0.007426969,0.651573879,-0.209947395,0.061042296
8,6,-11,-1,1.54,-0.138188331,0.629785104,1.07636234,0.061042296
8,6,-36.33333333,-1,0.51,-0.268775898,0.676513533,0.370357876,0.061042296
8,6,53,0,0.3,0.304502764,0.546434914,1.378562649,0.061042296
8,6,-27,0,0.41,-0.115945652,0.693998373,-0.850925131,0.061042296
8,6,9.5,0,0.44,0.079977815,0.626672545,0.166278668,0.061042296
8,6,17.33333333,-1,0.25,0.0135472,0.577523046,1.865972595,0.061042296
8,6,-3.5,0,0.25,0.010120163,0.650651607,-0.196013096,0.061042296
8,1,12.66666667,1,0.58,0.175797575,1.11472043,0.875673655,0.041893747
8,6,-11,0,0.13,-0.030271291,0.664485681,-0.405027575,0.061042296
8,6,16,1,0.22,0.220289985,0.649383591,-1.133965365,0.061042296
8,1,6.5,0,1.67,0.12047415,1.063479871,0.583821311,0.041893747
8,6,25.5,0,0.08,0.1648206,0.597159853,0.612176224,0.061042296
8,1,34.66666667,1,0.15,0.523667256,1.122814595,2.951631585,0.041893747
8,1,-39.5,0,0.13,-0.618834531,1.046555707,-3.756817996,0.041893747
8,6,-23.66666667,1,0.59,0.010283831,0.722550473,-2.239419722,0.061042296
8,6,-8,0,0.14,-0.014119183,0.658952052,-0.321421784,0.061042296
8,6,17.5,0,0.52,0.12262324,0.611916199,0.389227446,0.061042296
8,6,-20.66666667,-1,0.11,-0.188856037,0.647615689,0.8069659,0.061042296
8,6,11,0,0.38,0.088000981,0.62390573,0.208081564,0.061042296
8,1,25,1,0.5,0.383349255,1.119258068,2.039468252,0.041893747
8,6,11.33333333,-1,0.41,-0.018770607,0.588590305,1.698761012,0.061042296
8,6,24.33333333,-1,0.21,0.051210838,0.564611243,2.061052776,0.061042296
8,6,-10.5,0,0.16,-0.027580142,0.66356341,-0.391093277,0.061042296
8,1,-2.333333333,-1,4.18,0.015542354,1.011258202,0.040337703,0.041893747
8,1,-30.33333333,1,0.2,-0.545166899,1.098900016,-3.18188048,0.041893747
8,6,-10.5,0,0.19,-0.027580142,0.66356341,-0.391093277,0.061042296
8,6,-6.5,0,0.78,-0.006039838,0.656185237,-0.279618888,0.061042296
8,6,-3.333333333,-1,0.38,-0.097468883,0.615643606,1.290021585,0.061042296
8,6,-9.5,0,0.42,-0.022196685,0.661718866,-0.363224679,0.061042296
8,6,-25.66666667,1,0.84,-0.00048942,0.726239559,-2.295156917,0.061042296
8,6,-9.666666667,1,1.35,0.085490299,0.696726867,-1.849259361,0.061042296
8,6,-18.66666667,1,0.26,0.037201052,0.713327756,-2.100076736,0.061042296
8,6,21.66666667,1,0.66,0.249131008,0.638931179,-0.976043314,0.061042296
8,1,-8.5,0,0.61,-0.153001764,1.057961122,-0.83160455,0.041893747
8,1,27,0,0.72,0.459968315,1.071022162,2.518236655,0.041893747
8,1,18.66666667,1,0.67,0.280065229,1.116927929,1.441844,0.041893747
8,1,18,0,0.3,0.320412009,1.067710912,1.668981138,0.041893747
8,1,29.5,0,0.15,0.495368877,1.071941953,2.754140965,0.041893747
8,6,-20,1,0.53,0.03002679,0.715787147,-2.137234866,0.061042296
8,1,10,0,0.59,0.183201074,1.06476758,0.914087346,0.041893747
8,6,5,1,0.39,0.16323259,0.669673567,-1.440519934,0.061042296
8,1,-29.33333333,1,0.07,-0.53214062,1.099267932,-3.087518756,0.041893747
8,1,-31.33333333,-1,1.05,-0.475113779,1.00058862,-2.696152295,0.041893747
8,1,-17.66666667,-1,1.24,-0.259757615,1.005616814,-1.406542066,0.041893747
8,1,-1,0,1.22,-0.016573774,1.060720497,-0.123891619,0.041893747
8,6,36.5,0,0.46,0.221842149,0.576869878,0.918730794,0.061042296
8,6,-1.666666667,-1,0.5,-0.088568615,0.612569367,1.336469247,0.061042296
8,6,18.33333333,-1,0.39,0.018932573,0.575678503,1.893841192,0.061042296
8,6,-2,1,0.71,0.12631995,0.682585369,-1.635600115,0.061042296
8,1,-6,0,0.67,-0.10791175,1.058880914,-0.595700239,0.041893747
8,6,-21,0,1.1,-0.083950553,0.682931114,-0.683713548,0.061042296
8,6,0.333333333,1,0.14,0.138668345,0.678281435,-1.570573388,0.061042296
8,1,6,1,0.7,0.055242235,1.112267652,0.246595495,0.041893747
8,6,-36.33333333,-1,0.15,-0.268775898,0.676513533,0.370357876,0.061042296
8,1,-8.5,0,0.34,-0.153001764,1.057961122,-0.83160455,0.041893747
8,1,5.333333333,-1,0.21,0.154980621,1.014078896,0.763777588,0.041893747
8,6,36.33333333,-1,0.26,0.115381212,0.542476724,2.395475943,0.061042296
8,1,6.5,0,0.97,0.12047415,1.063479871,0.583821311,0.041893747
8,1,20,-1,0.16,0.401467582,1.019475006,2.147749541,0.041893747
8,6,-36,0,0.06,-0.163470783,0.710599262,-1.101742507,0.061042296
8,1,-17.5,0,0.35,-0.308944063,1.054649873,-1.680860066,0.041893747
8,6,-19,0,0.11,-0.073243598,0.679242027,-0.627976353,0.061042296
8,1,15,-1,0.33,0.321786772,1.017635423,1.67594092,0.041893747
8,1,10.33333333,-1,0.61,0.243035762,1.015918479,1.235586208,0.041893747
8,6,5.666666667,-1,0.94,-0.049258153,0.599042717,1.540838961,0.061042296
8,1,2.333333333,-1,1.51,0.100840758,1.012975146,0.480692416,0.041893747
8,1,9.666666667,-1,0.38,0.231490215,1.015673201,1.172678392,0.041893747
8,1,-10.66666667,-1,1.74,-0.136528946,1.00819223,-0.746009997,0.041893747
8,1,-13,0,0.52,-0.232466382,1.056305498,-1.256232308,0.041893747
8,6,24.33333333,-1,0.3,0.051210838,0.564611243,2.061052776,0.061042296
8,1,31.66666667,1,0.46,0.482566427,1.121710845,2.668546412,0.041893747
8,6,-29,0,0.16,-0.126560761,0.697687459,-0.906662326,0.061042296
8,6,36.33333333,1,0.51,0.321655534,0.611877879,-0.567303887,0.061042296
8,6,-1,0,0.26,0.023583152,0.646040249,-0.126341603,0.061042296
8,6,-3.666666667,-1,0.27,-0.099247114,0.616258454,1.280732053,0.061042296
8,1,-25.33333333,1,0.37,-0.477483917,1.100739599,-2.710071859,0.041893747
8,1,-17.33333333,-1,0.31,-0.254044142,1.005739453,-1.375088158,0.041893747
8,1,-36.33333333,-1,0.07,-0.543008812,0.998749037,-3.167960915,0.041893747
8,6,6,0,0.41,0.061218525,0.633128446,0.068738578,0.061042296
8,6,-26,0,0.11,-0.110627992,0.69215383,-0.823056534,0.061042296
8,1,14,0,1.03,0.253078786,1.066239246,1.291534242,0.041893747
8,1,11,0,0.29,0.200875395,1.065135496,1.00844907,0.041893747
8,6,14,0,0.12,0.104012089,0.6183721,0.291687356,0.061042296
8,6,0.333333333,1,0.76,0.138668345,0.678281435,-1.570573388,0.061042296
8,6,8.5,0,0.08,0.074623209,0.628517088,0.138410071,0.061042296
8,6,-36,0,0.34,-0.163470783,0.710599262,-1.101742507,0.061042296
8,6,17,0,0.26,0.119969466,0.612838471,0.375293148,0.061042296
8,6,1.5,0,0.54,0.037037593,0.641428891,-0.05667011,0.061042296
8,1,14,0,0.76,0.253078786,1.066239246,1.291534242,0.041893747
8,1,-21,1,0.71,-0.413807061,1.102333904,-2.301171055,0.041893747
8,6,11,0,1.33,0.088000981,0.62390573,0.208081564,0.061042296
8,6,-0.5,0,0.21,0.02627488,0.645117977,-0.112407304,0.061042296
8,1,6.5,0,2.92,0.12047415,1.063479871,0.583821311,0.041893747
8,1,-19,0,0.43,-0.33362799,1.054097998,-1.822402652,0.041893747
8,6,22,1,0.24,0.250814409,0.638316332,-0.966753781,0.061042296
8,1,9,1,2.91,0.109907716,1.113371402,0.529680667,0.041893747
8,6,-3.5,0,0.66,0.010120163,0.650651607,-0.196013096,0.061042296
8,1,16.33333333,-1,0.21,0.343546304,1.018125979,1.801756552,0.041893747
8,1,-21.66666667,1,0.12,-0.423894944,1.102088626,-2.364078871,0.041893747
8,6,-15,0,0.1,-0.051781414,0.671863854,-0.516501964,0.061042296
8,1,0.5,0,0.4,0.010951755,1.061272372,0.017650967,0.041893747
8,6,31,0,1.64,0.193494772,0.587014865,0.765453509,0.061042296
8,6,29,0,0.28,0.183103265,0.590703952,0.709716315,0.061042296
8,1,11.5,0,1.51,0.209664523,1.065319454,1.055629932,0.041893747
8,6,28.33333333,-1,0.15,0.07267455,0.55723307,2.172527165,0.061042296
8,6,-1,0,0.1,0.023583152,0.646040249,-0.126341603,0.061042296
8,1,4.333333333,-1,4.33,0.137020687,1.01371098,0.669415864,0.041893747
8,6,15.66666667,1,0.71,0.218580844,0.649998439,-1.143254897,0.061042296
8,1,-12,0,1.22,-0.215034048,1.056673414,-1.161870584,0.041893747
8,1,8,0,0.76,0.147505628,1.064031746,0.725363897,0.041893747
8,1,-17.33333333,-1,0.1,-0.254044142,1.005739453,-1.375088158,0.041893747
8,6,-17,0,0.93,-0.062519734,0.675552941,-0.572239159,0.061042296
8,1,-34.33333333,-1,0.12,-0.516613574,0.999484871,-2.979237467,0.041893747
8,1,31,1,0.4,0.473125761,1.121465568,2.605638596,0.041893747
8,1,8,0,0.26,0.147505628,1.064031746,0.725363897,0.041893747
8,1,-7.666666667,-1,0.87,-0.082146371,1.00929598,-0.462924825,0.041893747
