Subject,Horizon,dR,dI,rt,x0,z,A,T0
30,6,24.5,0,1.34,0.262446615,1.089873514,0.846507272,0.036586437
30,1,-14.66666667,-1,0.34,-0.073504126,0.957083051,-1.641591855,0.032936934
30,6,-8,1,0.32,-0.057452512,1.068115284,-0.311301706,0.036586437
30,1,-8.333333333,-1,0.24,-0.044996578,0.960949111,-1.150250235,0.032936934
30,1,-28,0,0.56,-0.089493514,0.969346932,-2.136514306,0.032936934
30,1,9,0,1.04,0.077254512,0.991932858,0.733955158,0.032936934
30,1,8.666666667,-1,0.86,0.031757466,0.971326428,0.168614114,0.032936934
30,1,2.666666667,-1,0.96,0.004663951,0.967663846,-0.296867421,0.032936934
30,6,-7,0,1.08,-0.045858892,1.060758729,-0.084647571,0.036586437
30,1,30.66666667,-1,0.22,0.13040328,0.984755898,1.875379741,0.032936934
30,1,-7,0,0.19,0.00513094,0.982165971,-0.507328934,0.032936934
30,6,-12.5,0,3.49,-0.100485378,1.055675195,-0.247230162,0.036586437
30,1,19,0,0.24,0.12197204,0.998037163,1.509757716,0.032936934
30,1,-13.66666667,-1,0.74,-0.06900971,0.957693482,-1.564011599,0.032936934
30,1,26,0,0.21,0.152993141,1.002310176,2.052819506,0.032936934
30,1,14.33333333,1,0.3,0.144615187,1.01559144,1.687197482,0.032936934
30,6,-17,0,0.13,-0.144748294,1.051515941,-0.380252283,0.036586437
30,1,6.333333333,-1,0.41,0.021224453,0.96990209,-0.012406483,0.032936934
30,6,-9.333333333,1,0.91,-0.070715095,1.066882912,-0.350715668,0.036586437
30,6,-15.5,0,0.98,-0.130049268,1.052902359,-0.335911576,0.036586437
30,1,-5.5,0,0.24,0.011906464,0.983081617,-0.390958551,0.032936934
30,1,5,0,0.66,0.059269764,0.989491136,0.423634135,0.032936934
30,6,-0.333333333,1,3.07,0.019057307,1.075201422,-0.084671427,0.036586437
30,1,2.666666667,1,0.12,0.092667002,1.008469752,0.782094497,0.032936934
30,6,22.33333333,-1,0.43,0.243724449,1.079590076,0.979553248,0.036586437
30,6,21,1,1.51,0.22805725,1.094919371,0.545951958,0.036586437
30,6,6,0,0.27,0.083757583,1.072774355,0.299638555,0.036586437
30,6,-8,-1,0.62,-0.054189382,1.051553617,0.082885622,0.036586437
30,6,-22.5,0,1.76,-0.198054389,1.046432407,-0.542834874,0.036586437
30,1,-19.33333333,-1,0.29,-0.09443571,0.954234376,-2.003633048,0.032936934
30,1,25,0,0.82,0.148578496,1.001699745,1.975239251,0.032936934
30,6,24,0,0.32,0.25779048,1.089411374,0.831727036,0.036586437
30,6,-17,1,0.48,-0.146350288,1.059796774,-0.577345947,0.036586437
30,1,18.5,0,0.65,0.119746353,0.997731947,1.470967588,0.032936934
30,6,18,-1,0.25,0.202605589,1.075584868,0.851457873,0.036586437
30,1,-5.5,0,0.35,0.011906464,0.983081617,-0.390958551,0.032936934
30,1,-11,0,1.03,-0.012937735,0.979724249,-0.817649958,0.032936934
30,1,-23.33333333,1,0.58,-0.02451284,0.99259856,-1.234992153,0.032936934
30,6,12.5,0,1.66,0.147786696,1.078782167,0.491781617,0.036586437
30,6,9.666666667,1,1.59,0.118382932,1.084444211,0.210933285,0.036586437
30,6,-24.66666667,1,0.95,-0.220312239,1.052710636,-0.803976226,0.036586437
30,1,34.5,0,0.38,0.190254732,1.007498834,2.712251681,0.032936934
30,1,-31.5,0,0.4,-0.105154183,0.967210425,-2.408045201,0.032936934
30,1,6.666666667,1,0.9,0.110549391,1.010911473,1.092415521,0.032936934
30,1,-29,0,0.26,-0.093972854,0.968736501,-2.214094562,0.032936934
30,6,-23,1,1.89,-0.204416566,1.054251101,-0.754708774,0.036586437
30,6,28,0,1.39,0.294688169,1.09310849,0.949968921,0.036586437
30,6,-8.666666667,1,2.13,-0.064086633,1.067499098,-0.331008687,0.036586437
30,6,-8,0,0.56,-0.055821096,1.05983445,-0.114208042,0.036586437
30,6,-39.33333333,1,0.59,-0.354408386,1.039154546,-1.237529804,0.036586437
30,6,-4.666666667,-1,0.91,-0.020945773,1.054634546,0.181420526,0.036586437
30,6,-3,1,0.4,-0.007575185,1.072736678,-0.16349935,0.036586437
30,1,6,-1,0.45,0.019719297,0.969698614,-0.038266568,0.032936934
30,1,-29,1,0.73,-0.050074214,0.989139454,-1.674613602,0.032936934
30,1,11.66666667,-1,0.69,0.045289228,0.97315772,0.401354881,0.032936934
30,1,3,0,0.53,0.050262203,0.988270275,0.268473623,0.032936934
30,1,-31.5,0,0.22,-0.105154183,0.967210425,-2.408045201,0.032936934
30,6,18,1,0.36,0.199464552,1.092146535,0.457270545,0.036586437
30,6,2.666666667,-1,1.21,0.052249634,1.061412591,0.398197315,0.036586437
30,1,3.5,0,0.1,0.052514917,0.988575491,0.307263751,0.032936934
30,6,1.666666667,1,1.12,0.039016007,1.07704998,-0.025550485,0.036586437
30,1,5.666666667,1,0.72,0.106085038,1.010301043,1.014835265,0.032936934
30,1,19,-1,0.22,0.078287015,0.977634209,0.970276757,0.032936934
30,6,13,0,0.64,0.15266803,1.079244307,0.506561853,0.036586437
30,6,-41.5,0,0.33,-0.371774538,1.028871108,-1.104483827,0.036586437
30,6,-22,-1,1.23,-0.19167548,1.038613713,-0.330960975,0.036586437
31,6,-10.66666667,1,0.44,0.059111528,0.957240366,-0.629220824,0.102538012
31,1,-7,0,0.68,-0.047376193,1.053193869,-0.371371665,0.063787093
31,1,-26,0,0.55,-0.177797297,1.036562905,-1.308719952,0.063787093
31,1,7,-1,2.37,0.192248724,1.203319773,0.188416851,0.063787093
31,6,3,0,2.81,0.025531036,0.969480272,0.19908595,0.102538012
31,1,-13.5,0,0.44,-0.09240629,1.047504329,-0.692043447,0.063787093
31,1,-34.5,0,0.71,-0.234448898,1.029122737,-1.728059975,0.063787093
31,1,-11.33333333,1,0.14,-0.21860088,0.911529333,-0.454263684,0.063787093
31,1,-16.5,0,0.95,-0.113073782,1.044878387,-0.840045808,0.063787093
31,6,6,0,0.48,0.030106941,0.976534576,0.378434908,0.102538012
31,1,30,0,0.35,0.207173559,1.085580484,1.453990788,0.063787093
31,6,-39.33333333,1,1.18,0.015420052,0.889832578,-2.342999756,0.102538012
31,1,29.66666667,-1,0.73,0.338588439,1.223160222,1.306656912,0.063787093
31,1,-29.5,0,0.48,-0.20129068,1.033499306,-1.481389373,0.063787093
31,6,-13.5,0,0.38,0.000349577,0.930681604,-0.787333319,0.102538012
31,1,-30.5,0,0.51,-0.207962018,1.032623992,-1.530723493,0.063787093
31,1,21.5,0,1.55,0.149893532,1.078140316,1.034650765,0.063787093
31,6,15.5,0,0.33,0.044588069,0.998873203,0.946373274,0.102538012
31,6,6.5,0,0.45,0.030869474,0.977710293,0.408326401,0.102538012
31,6,23.5,0,0.95,0.056768436,1.017684679,1.424637162,0.102538012
31,6,9.5,0,0.75,0.035443887,0.984764596,0.587675359,0.102538012
31,6,-7,0,0.91,0.010271371,0.945965928,-0.39874391,0.102538012
31,6,-8,-1,0.25,-0.045728741,0.923718128,-0.447254264,0.102538012
31,6,-22.66666667,-1,0.33,-0.068043802,0.889230422,-1.324071392,0.102538012
31,1,6.666666667,1,3.24,-0.096552033,0.927284984,0.433750483,0.063787093
31,1,7.5,0,0.61,0.053499517,1.065885921,0.34397308,0.063787093
31,1,9,1,1.01,-0.080432811,0.929327383,0.54886343,0.063787093
31,1,-21.5,0,0.61,-0.147294711,1.040501817,-1.08671641,0.063787093
31,1,-13.33333333,-1,0.3,0.053041961,1.185521723,-0.814710263,0.063787093
31,1,28.66666667,-1,0.43,0.332409295,1.222284908,1.257322792,0.063787093
31,6,-6.5,0,0.99,0.011034527,0.947141645,-0.368852417,0.102538012
31,1,-8,1,0.51,-0.196391562,0.914447046,-0.289816616,0.063787093
31,6,8.333333333,-1,0.54,-0.02082505,0.962124891,0.529201174,0.102538012
31,6,1.666666667,1,1.34,0.077849331,0.986241392,0.10810267,0.102538012
31,1,25.66666667,-1,0.59,0.313701481,1.219658966,1.109320431,0.063787093
31,6,-45.5,0,0.29,-0.048459967,0.855435701,-2.700388871,0.102538012
31,6,18,1,0.99,0.1025777,1.024648155,1.084558107,0.102538012
31,1,10.33333333,1,0.41,-0.071202352,0.930494468,0.614642257,0.063787093
31,6,9.333333333,1,1.94,0.089470341,1.004269056,0.566438896,0.102538012
31,1,12.66666667,1,0.29,-0.055020612,0.932536867,0.729755205,0.063787093
31,6,0.5,0,1.22,0.021716957,0.963601686,0.049628485,0.102538012
31,1,-8,-1,0.91,0.089983308,1.190190064,-0.551594955,0.063787093
31,6,-24.66666667,1,0.14,0.037791719,0.924320284,-1.466182628,0.102538012
31,6,1,-1,1.14,-0.032011346,0.944881038,0.09079261,0.102538012
31,6,-8,0,0.84,0.008745024,0.943614493,-0.458526896,0.102538012
31,6,-35,0,0.67,-0.032458452,0.880125762,-2.072667518,0.102538012
31,1,-6.333333333,1,2.78,-0.185209308,0.915905903,-0.207593082,0.063787093
31,1,11.66666667,1,0.44,-0.061959683,0.931661553,0.680421085,0.063787093
31,1,29,0,0.74,0.200499975,1.08470517,1.404656668,0.063787093
31,6,-13.5,0,0.18,0.000349577,0.930681604,-0.787333319,0.102538012
31,1,-3,0,1.51,-0.019557514,1.056695125,-0.174035183,0.063787093
31,6,-26.5,0,0.58,-0.019492263,0.900112955,-1.564512137,0.102538012
31,6,-6.5,0,1.94,0.011034527,0.947141645,-0.368852417,0.102538012
31,6,23.5,0,0.58,0.056768436,1.017684679,1.424637162,0.102538012
31,1,-19,0,1.16,-0.130223029,1.042690102,-0.963381109,0.063787093
31,1,-2.333333333,-1,1.55,0.128961756,1.195150176,-0.272034939,0.063787093
31,1,14.66666667,-1,0.9,0.243088085,1.210030513,0.566645107,0.063787093
31,1,-9.5,0,0.51,-0.064728358,1.051005584,-0.494706966,0.063787093
31,1,0,0,3.78,0.00132875,1.059321067,-0.026032822,0.063787093
31,1,8,0,0.88,0.056970351,1.066323578,0.36864014,0.063787093
31,1,-10.66666667,-1,1.85,0.071537166,1.187855894,-0.683152609,0.063787093
31,1,18.66666667,1,0.49,-0.013297933,0.937788751,1.025759927,0.063787093
31,6,17.5,0,0.59,0.047634546,1.003576072,1.065939246,0.102538012
31,6,-15,0,0.73,-0.001940148,0.927154452,-0.877007798,0.102538012
31,1,0,0,0.55,0.00132875,1.059321067,-0.026032822,0.063787093
31,6,4,1,0.35,0.081388548,0.991728072,0.247596304,0.102538012
31,1,-28.5,0,0.15,-0.194600615,1.03437462,-1.432055253,0.063787093
31,6,-27,-1,0.64,-0.074624888,0.879040873,-1.583130998,0.102538012
31,6,-40.66666667,1,0.4,0.013385161,0.886697332,-2.422710404,0.102538012
31,1,11,-1,1.38,0.218921303,1.206821029,0.385753332,0.063787093
31,1,-18.5,0,0.47,-0.12679907,1.043127759,-0.938714049,0.063787093
31,6,9.5,0,2.23,0.035443887,0.984764596,0.587675359,0.102538012
31,6,13,0,0.58,0.040778813,0.992994617,0.79691581,0.102538012
31,1,-5.5,0,0.62,-0.036950476,1.05450684,-0.297370484,0.063787093
31,1,-23.66666667,-1,1.01,-0.018856144,1.176476813,-1.324496174,0.063787093
31,1,24.66666667,1,1.06,0.028471103,0.943040634,1.321764649,0.063787093
31,6,11.5,0,0.36,0.038492683,0.989467465,0.707241331,0.102538012
31,6,-32.66666667,-1,0.16,-0.083221037,0.865716078,-1.921901252,0.102538012
31,1,22,0,2.43,0.153294982,1.078577973,1.059317825,0.063787093
31,1,-27,1,0.51,-0.319663299,0.897816082,-1.227164903,0.063787093
31,1,-19.5,0,1,-0.133643886,1.042252445,-0.988048169,0.063787093
31,1,-31.33333333,-1,0.18,-0.072115356,1.169766073,-1.70272443,0.063787093
31,1,28,0,0.62,0.193807732,1.083829856,1.355322548,0.063787093
31,6,0.666666667,-1,0.81,-0.032519645,0.944097227,0.070864948,0.102538012
31,6,26,0,0.4,0.060571509,1.023563265,1.574094627,0.102538012
31,1,9,-1,1.14,0.205623199,1.205070401,0.287085091,0.063787093
31,6,15.66666667,1,0.33,0.099052105,1.019161474,0.945064474,0.102538012
31,1,-1.5,0,1.97,-0.009115376,1.058008096,-0.100034003,0.063787093
31,6,-26.33333333,1,0.47,0.035250972,0.920401226,-1.565820938,0.102538012
31,1,35,0,1.14,0.240242012,1.089957054,1.70066139,0.063787093
31,6,19,1,0.21,0.104087886,1.026999589,1.144341093,0.102538012
31,1,-29.66666667,-1,0.45,-0.060561692,1.171224929,-1.620500896,0.063787093
31,1,-5,-1,1.32,0.110661056,1.192816006,-0.403592594,0.063787093
31,6,2.333333333,1,2.38,0.07886074,0.987809015,0.147957994,0.102538012
31,6,11.5,0,1.02,0.038492683,0.989467465,0.707241331,0.102538012
31,6,2.5,0,0.35,0.024768277,0.968304555,0.169194457,0.102538012
31,1,26.66666667,1,1.43,0.04237924,0.944791262,1.42043289,0.063787093
31,6,40,0,0.33,0.081833138,1.056483348,2.411056431,0.102538012
31,1,-24,-1,0.6,-0.021176186,1.176185042,-1.340940881,0.063787093
31,1,-28.33333333,1,0.08,-0.327973619,0.896648997,-1.29294373,0.063787093
31,1,6.666666667,-1,0.58,0.19001254,1.203028002,0.171972144,0.063787093
31,1,4,-1,1.4,0.172053843,1.200693831,0.04041449,0.063787093
31,6,3.333333333,1,1.16,0.080377548,0.990160449,0.20774098,0.102538012
31,6,-26,-1,0.15,-0.073106731,0.881392308,-1.523348012,0.102538012
31,6,1,-1,0.85,-0.032011346,0.944881038,0.09079261,0.102538012
31,6,14.33333333,-1,0.59,-0.011668619,0.976233498,0.887899089,0.102538012
31,6,-22.33333333,1,0.66,0.041347938,0.929806964,-1.326688994,0.102538012
31,1,14.33333333,1,0.32,-0.043444006,0.933995724,0.811978739,0.063787093
31,1,37.33333333,-1,0.25,0.384968598,1.229870962,1.684885168,0.063787093
31,6,16,0,1.06,0.045349769,1.000048921,0.976264767,0.102538012
31,6,8.666666667,1,0.53,0.088460739,1.002701433,0.526583572,0.102538012
31,6,-7.666666667,-1,0.23,-0.045220965,0.92450194,-0.427326602,0.102538012
31,6,-14,0,1.78,-0.000413665,0.929505886,-0.817224812,0.102538012
31,1,7.333333333,1,0.51,-0.091951331,0.927868526,0.466639896,0.063787093
31,6,0,0,1.06,0.020954062,0.962425969,0.019736992,0.102538012
31,6,12,-1,2.44,-0.015229771,0.970746818,0.748405455,0.102538012
31,1,26.33333333,1,0.33,0.040062212,0.944499491,1.403988183,0.063787093
31,6,-17.5,0,0.77,-0.005756301,0.921275866,-1.026465263,0.102538012
31,1,-40,1,0.07,-0.398437334,0.886437001,-1.868508467,0.063787093
31,6,-3.333333333,-1,0.35,-0.038617843,0.934691489,-0.168266996,0.102538012
31,6,36.66666667,1,0.12,0.130682517,1.068541598,2.200507179,0.102538012
31,1,28.5,0,0.2,0.19715615,1.084267513,1.379989608,0.063787093
31,1,-8.333333333,-1,1.46,0.087680651,1.189898293,-0.568039662,0.063787093
31,1,-23,-1,0.53,-0.014215475,1.177060356,-1.29160676,0.063787093
31,6,23.66666667,1,0.3,0.111128965,1.03797295,1.423328361,0.102538012
31,1,46,0,0.47,0.310973751,1.099585507,2.243336714,0.063787093
31,1,-41.66666667,1,0.14,-0.408154533,0.884978144,-1.950732001,0.063787093
31,1,-21,0,1.38,-0.143887051,1.040939474,-1.06204935,0.063787093
31,1,-21.5,0,0.99,-0.147294711,1.040501817,-1.08671641,0.063787093
31,6,3.5,0,0.43,0.026293767,0.97065599,0.228977443,0.102538012
31,6,8,-1,1.15,-0.021333652,0.96134108,0.509273512,0.102538012
31,1,-4.5,0,0.64,-0.029995387,1.055382154,-0.248036364,0.063787093
31,1,8.333333333,-1,0.19,0.201173303,1.204486858,0.254195678,0.063787093
31,6,4.5,0,2.13,0.027819134,0.973007424,0.288760429,0.102538012
31,6,5,0,0.77,0.02858177,0.974183141,0.318651922,0.102538012
31,1,-12.66666667,-1,0.46,0.057669675,1.186105266,-0.78182085,0.063787093
31,6,-6.5,0,2.81,0.011034527,0.947141645,-0.368852417,0.102538012
31,6,-12,-1,1.7,-0.051820138,0.91431239,-0.686386208,0.102538012
31,1,17,-1,0.35,0.258313374,1.212072912,0.681758054,0.063787093
31,6,25,0,0.37,0.059050485,1.021211831,1.514311641,0.102538012
31,1,14,1,0.41,-0.04576036,0.933703952,0.795534032,0.063787093
31,1,28.66666667,-1,0.82,0.332409295,1.222284908,1.257322792,0.063787093
31,6,38,0,0.55,0.078799863,1.051780479,2.291490459,0.102538012
31,1,10.33333333,1,2.63,-0.071202352,0.930494468,0.614642257,0.063787093
31,1,-23.5,0,0.29,-0.160889654,1.03875119,-1.185384651,0.063787093
31,1,38.33333333,-1,0.66,0.390883656,1.230746276,1.734219288,0.063787093
31,1,1.5,0,3.08,0.011772586,1.060634037,0.047968358,0.063787093
31,1,-9.5,0,0.72,-0.064728358,1.051005584,-0.494706966,0.063787093
31,6,27,0,0.43,0.062092252,1.0259147,1.633877613,0.102538012
31,6,34,0,0.89,0.072728991,1.042374741,2.052358515,0.102538012
31,6,6.333333333,-1,0.59,-0.023876493,0.957422022,0.409635202,0.102538012
31,6,11,1,0.61,0.091993538,1.008188113,0.666077206,0.102538012
31,1,1.5,0,0.67,0.011772586,1.060634037,0.047968358,0.063787093
31,6,-11,0,1.03,0.004165767,0.93656019,-0.637875854,0.102538012
31,1,32.5,0,0.41,0.223772184,1.087768769,1.577326089,0.063787093
31,6,18.5,0,0.58,0.049157456,1.005927507,1.125722232,0.102538012
31,1,-44,0,0.19,-0.295917835,1.020807254,-2.196734118,0.063787093
31,1,25.33333333,1,0.43,0.03310864,0.943624177,1.354654063,0.063787093
31,1,3.5,0,1.77,0.025693313,1.062384665,0.146636599,0.063787093
31,6,-14,0,0.31,-0.000413665,0.929505886,-0.817224812,0.102538012
31,6,-37.5,0,0.35,-0.036270154,0.874247176,-2.222124983,0.102538012
31,6,38.33333333,1,1.72,0.133182374,1.072460656,2.300145489,0.102538012
31,6,11.33333333,-1,1.36,-0.016247175,0.969179195,0.708550131,0.102538012
31,1,-17,-1,0.59,0.027554107,1.182312239,-0.995602038,0.063787093
31,1,-10.5,0,0.26,-0.071658869,1.05013027,-0.544041086,0.063787093
31,6,7,0,0.68,0.031631971,0.97888601,0.438217894,0.102538012
31,1,4,0,1.08,0.029172149,1.062822322,0.171303659,0.063787093
31,1,-9.666666667,1,0.64,-0.207522963,0.91298819,-0.37204015,0.063787093
31,1,5.333333333,1,0.3,-0.105740878,0.926117898,0.367971656,0.063787093
31,6,-1.5,0,0.92,0.018665234,0.958898817,-0.069937487,0.102538012
31,6,-31,-1,0.31,-0.080693985,0.869635135,-1.822262942,0.102538012
31,1,15,0,0.56,0.105379845,1.072450775,0.713978983,0.063787093
31,6,20.5,0,0.6,0.052202583,1.010630376,1.245288204,0.102538012
31,1,16,1,0.55,-0.03185572,0.93545458,0.894202273,0.063787093
31,6,37,0,2.05,0.077282675,1.049429044,2.231707473,0.102538012
31,6,-19.33333333,1,1.27,0.045918667,0.936861268,-1.147340036,0.102538012
31,1,-19,0,1.74,-0.130223029,1.042690102,-0.963381109,0.063787093
31,1,41.5,0,0.24,0.282401623,1.095646594,2.021333172,0.063787093
31,6,-4,0,0.3,0.014850097,0.953020231,-0.219394952,0.102538012
31,1,-3,1,1.38,-0.162703022,0.918823616,-0.043146014,0.063787093
31,6,12,1,1.42,0.093506891,1.010539548,0.725860192,0.102538012
31,1,-10.33333333,1,0.53,-0.211960693,0.912404647,-0.404929563,0.063787093
31,1,-3.333333333,1,1.02,-0.164961697,0.918531845,-0.059590721,0.063787093
31,1,-11.5,0,1.71,-0.078582468,1.049254957,-0.593375207,0.063787093
31,1,-0.333333333,1,0.57,-0.144574084,0.921157786,0.08841164,0.063787093
31,1,-16.66666667,-1,0.41,0.029873166,1.18260401,-0.979157331,0.063787093
31,6,13.33333333,-1,1.07,-0.013194868,0.973882063,0.828116103,0.102538012
31,1,6.333333333,-1,1.26,0.187774382,1.20273623,0.155527437,0.063787093
31,1,16,0,2.04,0.112260282,1.073326089,0.763313103,0.063787093
31,6,-12.66666667,-1,0.5,-0.052835008,0.912744767,-0.726241532,0.102538012
31,6,-11.5,0,0.57,0.003402535,0.935384473,-0.667767347,0.102538012
31,6,-11,0,0.88,0.004165767,0.93656019,-0.637875854,0.102538012
31,6,-5.666666667,-1,0.46,-0.042173826,0.929204809,-0.30776063,0.102538012
31,6,-10,0,1.03,0.005692215,0.938911624,-0.578092868,0.102538012
31,1,-13.5,0,3.32,-0.09240629,1.047504329,-0.692043447,0.063787093
31,1,-11.66666667,1,0.75,-0.220809818,0.911237562,-0.47070839,0.063787093
31,1,-45,-1,0.73,-0.165854304,1.157803449,-2.376957408,0.063787093
31,1,-32.33333333,1,0.51,-0.352598082,0.893147741,-1.490280211,0.063787093
31,6,28.5,0,0.21,0.064372824,1.029441851,1.723552092,0.102538012
31,6,-5.5,0,0.99,0.0125608,0.949493079,-0.309069431,0.102538012
31,6,10,-1,1.21,-0.018281882,0.966043949,0.628839483,0.102538012
31,6,-1.5,0,0.23,0.018665234,0.958898817,-0.069937487,0.102538012
31,1,26,0,0.41,0.180369567,1.082079228,1.256654307,0.063787093
31,6,43.5,0,0.42,0.087137689,1.064713369,2.620296882,0.102538012
31,6,-17.33333333,-1,0.21,-0.059935928,0.901771406,-1.0052288,0.102538012
31,1,12.5,0,1.58,0.088135963,1.070262491,0.590643682,0.063787093
31,1,4,0,0.98,0.029172149,1.062822322,0.171303659,0.063787093
31,1,-15,0,0.94,-0.102751126,1.046191358,-0.766044628,0.063787093
31,1,-32.66666667,-1,0.33,-0.081344522,1.168598988,-1.768503257,0.063787093
31,1,-39.5,0,0.09,-0.267070423,1.024746167,-1.974730577,0.063787093
31,6,7.333333333,1,1.1,0.086440991,0.999566187,0.446872924,0.102538012
31,1,18.5,0,1.59,0.129412956,1.075514374,0.886648404,0.063787093
31,1,6,1,0.18,-0.101148612,0.926701441,0.400861069,0.063787093
31,1,26.66666667,-1,0.5,0.319965406,1.22053428,1.158654551,0.063787093
31,6,1.333333333,1,0.59,0.077343567,0.98545758,0.088175008,0.102538012
31,6,41.66666667,1,0.52,0.138176977,1.08029877,2.499422109,0.102538012
31,1,20,0,0.81,0.139668182,1.076827345,0.960649585,0.063787093
31,6,-15.66666667,1,1.1,0.051502485,0.945483194,-0.928135754,0.102538012
31,1,-19,0,0.33,-0.130223029,1.042690102,-0.963381109,0.063787093
31,6,-16.5,0,0.53,-0.004229854,0.9236273,-0.966682277,0.102538012
31,1,22,0,0.53,0.153294982,1.078577973,1.059317825,0.063787093
31,6,-31,0,0.93,-0.02635781,0.8895315,-1.833535574,0.102538012
31,1,-39.66666667,1,0.45,-0.396483016,0.886728772,-1.85206376,0.063787093
31,1,2.333333333,-1,1.2,0.160770488,1.199234975,-0.041809044,0.063787093
31,6,-45,-1,0.17,-0.101885853,0.836715053,-2.659224746,0.102538012
31,6,-23,-1,0.58,-0.068550257,0.888446611,-1.343999054,0.102538012
31,6,0.333333333,-1,1.75,-0.033027927,0.943313415,0.050937286,0.102538012
31,1,15,1,1.31,-0.038809919,0.934579266,0.844868152,0.063787093
31,6,8,-1,0.43,-0.021333652,0.96134108,0.509273512,0.102538012
31,6,-5.5,0,0.67,0.0125608,0.949493079,-0.309069431,0.102538012
31,1,-1,0,1.01,-0.005634109,1.058445753,-0.075366943,0.063787093
31,6,19.33333333,1,0.2,0.104591175,1.027783401,1.164268755,0.102538012
31,6,9.333333333,1,0.8,0.089470341,1.004269056,0.566438896,0.102538012
31,1,8,0,0.87,0.056970351,1.066323578,0.36864014,0.063787093
31,1,-5.333333333,-1,2.31,0.10836792,1.192524235,-0.4200373,0.063787093
31,1,10,1,0.98,-0.073511173,0.930202697,0.598197551,0.063787093
31,6,10.5,0,0.54,0.036968371,0.987116031,0.647458345,0.102538012
31,6,-8.5,0,1.69,0.007981835,0.942438776,-0.488418389,0.102538012
31,6,14,-1,0.79,-0.012177375,0.975449686,0.867971427,0.102538012
31,1,-26,0,0.24,-0.177797297,1.036562905,-1.308719952,0.063787093
31,6,31,-1,0.44,0.013771403,1.015424073,1.884282189,0.102538012
31,6,6,1,1.55,0.084420532,0.996430941,0.367162276,0.102538012
31,1,4,0,0.64,0.029172149,1.062822322,0.171303659,0.063787093
31,6,-1,0,0.35,0.0194282,0.960074535,-0.040045994,0.102538012
31,1,-6,0,1.72,-0.040426722,1.054069183,-0.322037545,0.063787093
31,6,31,0,0.16,0.068172272,1.035320438,1.873009557,0.102538012
31,1,-7.666666667,-1,0.79,0.092285003,1.190481836,-0.535150248,0.063787093
31,1,13.5,0,0.48,0.095040446,1.071137804,0.639977802,0.063787093
31,6,-3.333333333,1,0.67,0.070258798,0.974484219,-0.19081226,0.102538012
31,1,10,0,0.3,0.070839093,1.068074206,0.467308381,0.063787093
31,1,-6,0,1.21,-0.040426722,1.054069183,-0.322037545,0.063787093
31,6,-2,0,0.52,0.017902246,0.9577231,-0.09982898,0.102538012
31,6,32,-1,0.27,0.015297566,1.017775507,1.944065175,0.102538012
31,6,-18.5,0,1.11,-0.007282721,0.918924431,-1.086248249,0.102538012
31,6,8,1,1.73,0.087450955,1.00113381,0.486728248,0.102538012
31,1,11,0,0.2,0.077763544,1.06894952,0.516642502,0.063787093
31,1,-21.5,0,0.58,-0.147294711,1.040501817,-1.08671641,0.063787093
31,6,0.5,0,1.76,0.021716957,0.963601686,0.049628485,0.102538012
31,1,7,0,0.66,0.050027389,1.065448264,0.31930602,0.063787093
31,6,21,-1,0.94,-0.001492579,0.991909728,1.286452329,0.102538012
31,6,-7,0,2.21,0.010271371,0.945965928,-0.39874391,0.102538012
31,6,-10.5,0,0.45,0.004928994,0.937735907,-0.607984361,0.102538012
31,6,-16.33333333,1,1.58,0.050487475,0.943915571,-0.967991078,0.102538012
31,6,-19,0,0.77,-0.008045919,0.917748714,-1.116139742,0.102538012
31,6,-9.5,0,0.29,0.006455429,0.940087342,-0.548201375,0.102538012
31,6,-45.5,0,0.39,-0.048459967,0.855435701,-2.700388871,0.102538012
31,6,-21,0,0.24,-0.011098607,0.913045845,-1.235705714,0.102538012
31,6,-25.5,0,0.7,-0.017966314,0.90246439,-1.504729151,0.102538012
31,1,-18,-1,1.07,0.020595252,1.181436925,-1.044936158,0.063787093
31,6,18.33333333,-1,1,-0.00556315,0.985639236,1.127031033,0.102538012
31,6,16.5,0,0.7,0.046111415,1.001224638,1.00615626,0.102538012
31,6,20.5,0,2.28,0.052202583,1.010630376,1.245288204,0.102538012
31,6,-3,0,1.61,0.01637621,0.955371666,-0.159611966,0.102538012
31,1,11.5,0,0.91,0.081223,1.069387177,0.541309562,0.063787093
31,1,11,1,3.57,-0.066582446,0.931078011,0.647531671,0.063787093
31,1,26,-1,0.37,0.315792524,1.219950737,1.125765137,0.063787093
31,1,33.5,0,0.21,0.230376046,1.088644083,1.62666021,0.063787093
31,1,17.5,0,0.23,0.122560586,1.07463906,0.837314284,0.063787093
31,6,-15,-1,1.01,-0.056386181,0.907258087,-0.865735166,0.102538012
31,6,14.66666667,-1,0.29,-0.011159857,0.977017309,0.907826751,0.102538012
31,1,-25,0,0.2,-0.171046239,1.037438219,-1.259385831,0.063787093
31,1,24,0,1.24,0.166863729,1.080328601,1.157986066,0.063787093
31,1,-21.66666667,1,0.81,-0.28593756,0.902484423,-0.964049594,0.063787093
31,6,-10.66666667,1,0.61,0.059111528,0.957240366,-0.629220824,0.102538012
31,1,33,1,1.79,0.086288011,0.950334917,1.732882319,0.063787093
31,6,-19.33333333,1,1.89,0.045918667,0.936861268,-1.147340036,0.102538012
31,1,6.5,0,0.41,0.046554051,1.065010607,0.29463896,0.063787093
31,6,17,-1,0.26,-0.007598375,0.98250399,1.047320385,0.102538012
